Country,Event month,Event Type,Fatalities
Martinique,2023-11-01,Protests,0
Martinique,2023-11-01,Riots,0
Martinique,2023-11-01,Strategic developments,0
Martinique,2023-11-01,Violence against civilians,0
Mauritius,2023-11-01,Battles,0
Mauritius,2023-11-01,Explosions/Remote violence,0
Mauritius,2023-11-01,Protests,0
Mauritius,2023-11-01,Riots,0
Mauritius,2023-11-01,Strategic developments,0
Mauritius,2023-11-01,Violence against civilians,0
Mayotte,2023-11-01,Battles,0
Mayotte,2023-11-01,Explosions/Remote violence,0
Mayotte,2023-11-01,Protests,0
Mayotte,2023-11-01,Riots,0
Mayotte,2023-11-01,Strategic developments,0
Mayotte,2023-11-01,Violence against civilians,0
Moldova,2023-11-01,Battles,0
Moldova,2023-11-01,Explosions/Remote violence,0
Moldova,2023-11-01,Protests,0
Moldova,2023-11-01,Riots,0
Moldova,2023-11-01,Strategic developments,0
Moldova,2023-11-01,Violence against civilians,0
Monaco,2023-11-01,Battles,0
Monaco,2023-11-01,Explosions/Remote violence,0
Monaco,2023-11-01,Protests,0
Monaco,2023-11-01,Riots,0
Monaco,2023-11-01,Strategic developments,0
Monaco,2023-11-01,Violence against civilians,0
Mongolia,2023-11-01,Battles,0
Mongolia,2023-11-01,Explosions/Remote violence,0
Mongolia,2023-11-01,Protests,0
Mongolia,2023-11-01,Riots,0
Mongolia,2023-11-01,Strategic developments,0
Mongolia,2023-11-01,Violence against civilians,0
Montenegro,2023-11-01,Battles,0
Montenegro,2023-11-01,Explosions/Remote violence,0
Montenegro,2023-11-01,Protests,0
Montenegro,2023-11-01,Riots,0
Montenegro,2023-11-01,Strategic developments,0
Montenegro,2023-11-01,Violence against civilians,0
Namibia,2023-11-01,Battles,0
Namibia,2023-11-01,Explosions/Remote violence,0
Namibia,2023-11-01,Protests,0
Namibia,2023-11-01,Riots,0
Namibia,2023-11-01,Strategic developments,0
Namibia,2023-11-01,Violence against civilians,0
Netherlands,2023-11-01,Battles,0
Netherlands,2023-11-01,Explosions/Remote violence,0
Netherlands,2023-11-01,Protests,0
Netherlands,2023-11-01,Riots,0
Netherlands,2023-11-01,Strategic developments,0
Netherlands,2023-11-01,Violence against civilians,0
New Caledonia,2023-11-01,Battles,0
New Caledonia,2023-11-01,Explosions/Remote violence,0
New Caledonia,2023-11-01,Protests,0
New Caledonia,2023-11-01,Riots,0
New Caledonia,2023-11-01,Strategic developments,0
New Caledonia,2023-11-01,Violence against civilians,0
New Zealand,2023-11-01,Battles,0
New Zealand,2023-11-01,Explosions/Remote violence,0
New Zealand,2023-11-01,Protests,0
New Zealand,2023-11-01,Riots,0
New Zealand,2023-11-01,Strategic developments,0
New Zealand,2023-11-01,Violence against civilians,0
Nicaragua,2023-11-01,Battles,0
Nicaragua,2023-11-01,Explosions/Remote violence,0
Nicaragua,2023-11-01,Protests,0
Nicaragua,2023-11-01,Riots,0
Nicaragua,2023-11-01,Strategic developments,0
Nicaragua,2023-11-01,Violence against civilians,0
North Macedonia,2023-11-01,Battles,0
North Macedonia,2023-11-01,Explosions/Remote violence,0
North Macedonia,2023-11-01,Protests,0
North Macedonia,2023-11-01,Riots,0
North Macedonia,2023-11-01,Strategic developments,0
North Macedonia,2023-11-01,Violence against civilians,0
Norway,2023-11-01,Battles,0
Norway,2023-11-01,Explosions/Remote violence,0
Norway,2023-11-01,Protests,0
Norway,2023-11-01,Riots,0
Norway,2023-11-01,Strategic developments,0
Norway,2023-11-01,Violence against civilians,0
Panama,2023-11-01,Battles,0
Panama,2023-11-01,Explosions/Remote violence,0
Panama,2023-11-01,Protests,2
Panama,2023-11-01,Riots,0
Panama,2023-11-01,Strategic developments,0
Panama,2023-11-01,Violence against civilians,2
Papua New Guinea,2023-11-01,Battles,1
Papua New Guinea,2023-11-01,Explosions/Remote violence,0
Papua New Guinea,2023-11-01,Protests,0
Papua New Guinea,2023-11-01,Riots,25
Papua New Guinea,2023-11-01,Strategic developments,4
Papua New Guinea,2023-11-01,Violence against civilians,5
Paraguay,2023-11-01,Battles,0
Paraguay,2023-11-01,Explosions/Remote violence,0
Paraguay,2023-11-01,Protests,0
Paraguay,2023-11-01,Riots,0
Paraguay,2023-11-01,Strategic developments,0
Paraguay,2023-11-01,Violence against civilians,0
Poland,2023-11-01,Battles,0
Poland,2023-11-01,Explosions/Remote violence,0
Poland,2023-11-01,Protests,0
Poland,2023-11-01,Riots,0
Poland,2023-11-01,Strategic developments,0
Poland,2023-11-01,Violence against civilians,0
Portugal,2023-11-01,Battles,0
Portugal,2023-11-01,Explosions/Remote violence,0
Portugal,2023-11-01,Protests,0
Portugal,2023-11-01,Riots,0
Portugal,2023-11-01,Strategic developments,0
Portugal,2023-11-01,Violence against civilians,0
Reunion,2023-11-01,Battles,0
Reunion,2023-11-01,Explosions/Remote violence,0
Reunion,2023-11-01,Protests,0
Reunion,2023-11-01,Riots,0
Reunion,2023-11-01,Strategic developments,0
Reunion,2023-11-01,Violence against civilians,0
Romania,2023-11-01,Battles,0
Romania,2023-11-01,Explosions/Remote violence,0
Romania,2023-11-01,Protests,0
Romania,2023-11-01,Riots,0
Romania,2023-11-01,Strategic developments,0
Romania,2023-11-01,Violence against civilians,0
Serbia,2023-11-01,Battles,0
Serbia,2023-11-01,Explosions/Remote violence,0
Serbia,2023-11-01,Protests,0
Serbia,2023-11-01,Riots,0
Serbia,2023-11-01,Strategic developments,0
Serbia,2023-11-01,Violence against civilians,0
Singapore,2023-11-01,Battles,0
Singapore,2023-11-01,Explosions/Remote violence,0
Singapore,2023-11-01,Protests,0
Singapore,2023-11-01,Riots,0
Singapore,2023-11-01,Strategic developments,0
Singapore,2023-11-01,Violence against civilians,0
Slovakia,2023-11-01,Battles,0
Slovakia,2023-11-01,Explosions/Remote violence,0
Slovakia,2023-11-01,Protests,0
Slovakia,2023-11-01,Riots,0
Slovakia,2023-11-01,Strategic developments,0
Slovakia,2023-11-01,Violence against civilians,0
Slovenia,2023-11-01,Battles,0
Slovenia,2023-11-01,Explosions/Remote violence,0
Slovenia,2023-11-01,Protests,0
Slovenia,2023-11-01,Riots,0
Slovenia,2023-11-01,Strategic developments,0
Slovenia,2023-11-01,Violence against civilians,0
South Africa,2023-11-01,Battles,1
South Africa,2023-11-01,Explosions/Remote violence,0
South Africa,2023-11-01,Protests,0
South Africa,2023-11-01,Riots,11
South Africa,2023-11-01,Strategic developments,0
South Africa,2023-11-01,Violence against civilians,16
South Korea,2023-11-01,Battles,0
South Korea,2023-11-01,Explosions/Remote violence,0
South Korea,2023-11-01,Protests,0
South Korea,2023-11-01,Riots,0
South Korea,2023-11-01,Strategic developments,0
South Korea,2023-11-01,Violence against civilians,0
Spain,2023-11-01,Battles,0
Spain,2023-11-01,Explosions/Remote violence,0
Spain,2023-11-01,Protests,0
Spain,2023-11-01,Riots,0
Spain,2023-11-01,Strategic developments,0
Spain,2023-11-01,Violence against civilians,0
Sri Lanka,2023-11-01,Battles,0
Sri Lanka,2023-11-01,Explosions/Remote violence,0
Sri Lanka,2023-11-01,Protests,0
Sri Lanka,2023-11-01,Riots,0
Sri Lanka,2023-11-01,Strategic developments,0
Sri Lanka,2023-11-01,Violence against civilians,3
Suriname,2023-11-01,Battles,0
Suriname,2023-11-01,Explosions/Remote violence,0
Suriname,2023-11-01,Protests,0
Suriname,2023-11-01,Riots,0
Suriname,2023-11-01,Strategic developments,0
Suriname,2023-11-01,Violence against civilians,0
Sweden,2023-11-01,Battles,0
Sweden,2023-11-01,Explosions/Remote violence,0
Sweden,2023-11-01,Protests,0
Sweden,2023-11-01,Riots,0
Sweden,2023-11-01,Strategic developments,0
Sweden,2023-11-01,Violence against civilians,0
Switzerland,2023-11-01,Battles,0
Switzerland,2023-11-01,Explosions/Remote violence,0
Switzerland,2023-11-01,Protests,0
Switzerland,2023-11-01,Riots,0
Switzerland,2023-11-01,Strategic developments,0
Switzerland,2023-11-01,Violence against civilians,0
Taiwan,2023-11-01,Battles,0
Taiwan,2023-11-01,Explosions/Remote violence,0
Taiwan,2023-11-01,Protests,0
Taiwan,2023-11-01,Riots,0
Taiwan,2023-11-01,Strategic developments,0
Taiwan,2023-11-01,Violence against civilians,0
Tanzania,2023-11-01,Battles,0
Tanzania,2023-11-01,Explosions/Remote violence,0
Tanzania,2023-11-01,Protests,0
Tanzania,2023-11-01,Riots,1
Tanzania,2023-11-01,Strategic developments,0
Tanzania,2023-11-01,Violence against civilians,2
Togo,2023-11-01,Battles,1
Togo,2023-11-01,Explosions/Remote violence,0
Togo,2023-11-01,Protests,0
Togo,2023-11-01,Riots,0
Togo,2023-11-01,Strategic developments,0
Togo,2023-11-01,Violence against civilians,0
United Kingdom,2023-11-01,Battles,0
United Kingdom,2023-11-01,Explosions/Remote violence,0
United Kingdom,2023-11-01,Protests,0
United Kingdom,2023-11-01,Riots,0
United Kingdom,2023-11-01,Strategic developments,0
United Kingdom,2023-11-01,Violence against civilians,0
Uzbekistan,2023-11-01,Battles,0
Uzbekistan,2023-11-01,Explosions/Remote violence,0
Uzbekistan,2023-11-01,Protests,0
Uzbekistan,2023-11-01,Riots,0
Uzbekistan,2023-11-01,Strategic developments,0
Uzbekistan,2023-11-01,Violence against civilians,0
eSwatini,2023-11-01,Battles,0
eSwatini,2023-11-01,Explosions/Remote violence,0
eSwatini,2023-11-01,Protests,0
eSwatini,2023-11-01,Riots,2
eSwatini,2023-11-01,Strategic developments,0
eSwatini,2023-11-01,Violence against civilians,0
Christmas Island,2023-11-01,Battles,0
Christmas Island,2023-11-01,Explosions/Remote violence,0
Christmas Island,2023-11-01,Protests,0
Christmas Island,2023-11-01,Riots,0
Christmas Island,2023-11-01,Strategic developments,0
Christmas Island,2023-11-01,Violence against civilians,0
Republic of Congo,2023-11-01,Battles,0
Republic of Congo,2023-11-01,Explosions/Remote violence,0
Republic of Congo,2023-11-01,Protests,0
Republic of Congo,2023-11-01,Riots,0
Republic of Congo,2023-11-01,Strategic developments,0
Republic of Congo,2023-11-01,Violence against civilians,0
Zimbabwe,2023-11-01,Battles,0
Zimbabwe,2023-11-01,Explosions/Remote violence,0
Zimbabwe,2023-11-01,Protests,0
Zimbabwe,2023-11-01,Riots,0
Zimbabwe,2023-11-01,Strategic developments,0
Zimbabwe,2023-11-01,Violence against civilians,1
Eritrea,2023-11-01,Battles,0
Eritrea,2023-11-01,Explosions/Remote violence,0
Eritrea,2023-11-01,Protests,0
Eritrea,2023-11-01,Riots,0
Eritrea,2023-11-01,Strategic developments,0
Eritrea,2023-11-01,Violence against civilians,0
North Korea,2023-11-01,Battles,0
North Korea,2023-11-01,Explosions/Remote violence,0
North Korea,2023-11-01,Protests,0
North Korea,2023-11-01,Riots,0
North Korea,2023-11-01,Strategic developments,0
North Korea,2023-11-01,Violence against civilians,0
Samoa,2023-11-01,Battles,0
Samoa,2023-11-01,Explosions/Remote violence,0
Samoa,2023-11-01,Protests,0
Samoa,2023-11-01,Riots,0
Samoa,2023-11-01,Strategic developments,0
Samoa,2023-11-01,Violence against civilians,0
Turkmenistan,2023-11-01,Battles,0
Turkmenistan,2023-11-01,Explosions/Remote violence,0
Turkmenistan,2023-11-01,Protests,0
Turkmenistan,2023-11-01,Riots,0
Turkmenistan,2023-11-01,Strategic developments,0
Turkmenistan,2023-11-01,Violence against civilians,0
Gambia,2023-11-01,Battles,0
Gambia,2023-11-01,Explosions/Remote violence,0
Gambia,2023-11-01,Protests,0
Gambia,2023-11-01,Riots,0
Gambia,2023-11-01,Strategic developments,0
Gambia,2023-11-01,Violence against civilians,0
Anguilla,2023-11-01,Battles,0
Anguilla,2023-11-01,Explosions/Remote violence,0
Anguilla,2023-11-01,Protests,0
Anguilla,2023-11-01,Riots,0
Anguilla,2023-11-01,Strategic developments,0
Anguilla,2023-11-01,Violence against civilians,0
Bahamas,2023-11-01,Battles,0
Bahamas,2023-11-01,Explosions/Remote violence,0
Bahamas,2023-11-01,Protests,0
Bahamas,2023-11-01,Riots,0
Bahamas,2023-11-01,Strategic developments,0
Bahamas,2023-11-01,Violence against civilians,0
Caribbean Netherlands,2023-11-01,Battles,0
Caribbean Netherlands,2023-11-01,Explosions/Remote violence,0
Caribbean Netherlands,2023-11-01,Protests,0
Caribbean Netherlands,2023-11-01,Riots,0
Caribbean Netherlands,2023-11-01,Strategic developments,0
Caribbean Netherlands,2023-11-01,Violence against civilians,0
Dominica,2023-11-01,Battles,0
Dominica,2023-11-01,Explosions/Remote violence,0
Dominica,2023-11-01,Protests,0
Dominica,2023-11-01,Riots,0
Dominica,2023-11-01,Strategic developments,0
Dominica,2023-11-01,Violence against civilians,0
Greenland,2023-11-01,Battles,0
Greenland,2023-11-01,Explosions/Remote violence,0
Greenland,2023-11-01,Protests,0
Greenland,2023-11-01,Riots,0
Greenland,2023-11-01,Strategic developments,0
Greenland,2023-11-01,Violence against civilians,0
Guam,2023-11-01,Battles,0
Guam,2023-11-01,Explosions/Remote violence,0
Guam,2023-11-01,Protests,0
Guam,2023-11-01,Riots,0
Guam,2023-11-01,Strategic developments,0
Guam,2023-11-01,Violence against civilians,0
Lesotho,2023-11-01,Battles,0
Lesotho,2023-11-01,Explosions/Remote violence,0
Lesotho,2023-11-01,Protests,0
Lesotho,2023-11-01,Riots,0
Lesotho,2023-11-01,Strategic developments,0
Lesotho,2023-11-01,Violence against civilians,0
Malta,2023-11-01,Battles,0
Malta,2023-11-01,Explosions/Remote violence,0
Malta,2023-11-01,Protests,0
Malta,2023-11-01,Riots,0
Malta,2023-11-01,Strategic developments,0
Malta,2023-11-01,Violence against civilians,0
San Marino,2023-11-01,Battles,0
San Marino,2023-11-01,Explosions/Remote violence,0
San Marino,2023-11-01,Protests,0
San Marino,2023-11-01,Riots,0
San Marino,2023-11-01,Strategic developments,0
San Marino,2023-11-01,Violence against civilians,0
Seychelles,2023-11-01,Battles,0
Seychelles,2023-11-01,Explosions/Remote violence,0
Seychelles,2023-11-01,Protests,0
Seychelles,2023-11-01,Riots,0
Seychelles,2023-11-01,Strategic developments,0
Seychelles,2023-11-01,Violence against civilians,0
Solomon Islands,2023-11-01,Battles,0
Solomon Islands,2023-11-01,Explosions/Remote violence,0
Solomon Islands,2023-11-01,Protests,0
Solomon Islands,2023-11-01,Riots,0
Solomon Islands,2023-11-01,Strategic developments,0
Solomon Islands,2023-11-01,Violence against civilians,0
Bhutan,2023-11-01,Battles,0
Bhutan,2023-11-01,Explosions/Remote violence,0
Bhutan,2023-11-01,Protests,0
Bhutan,2023-11-01,Riots,0
Bhutan,2023-11-01,Strategic developments,0
Bhutan,2023-11-01,Violence against civilians,0
Liechtenstein,2023-11-01,Battles,0
Liechtenstein,2023-11-01,Explosions/Remote violence,0
Liechtenstein,2023-11-01,Protests,0
Liechtenstein,2023-11-01,Riots,0
Liechtenstein,2023-11-01,Strategic developments,0
Liechtenstein,2023-11-01,Violence against civilians,0
Turks and Caicos Islands,2023-11-01,Battles,0
Turks and Caicos Islands,2023-11-01,Explosions/Remote violence,0
Turks and Caicos Islands,2023-11-01,Protests,0
Turks and Caicos Islands,2023-11-01,Riots,0
Turks and Caicos Islands,2023-11-01,Strategic developments,0
Turks and Caicos Islands,2023-11-01,Violence against civilians,0
Laos,2023-11-01,Battles,0
Laos,2023-11-01,Explosions/Remote violence,0
Laos,2023-11-01,Protests,0
Laos,2023-11-01,Riots,0
Laos,2023-11-01,Strategic developments,0
Laos,2023-11-01,Violence against civilians,0
Antarctica,2023-11-01,Battles,0
Antarctica,2023-11-01,Explosions/Remote violence,0
Antarctica,2023-11-01,Protests,0
Antarctica,2023-11-01,Riots,0
Antarctica,2023-11-01,Strategic developments,0
Antarctica,2023-11-01,Violence against civilians,0
Antigua and Barbuda,2023-11-01,Battles,0
Antigua and Barbuda,2023-11-01,Explosions/Remote violence,0
Antigua and Barbuda,2023-11-01,Protests,0
Antigua and Barbuda,2023-11-01,Riots,0
Antigua and Barbuda,2023-11-01,Strategic developments,0
Antigua and Barbuda,2023-11-01,Violence against civilians,0
Bailiwick of Jersey,2023-11-01,Battles,0
Bailiwick of Jersey,2023-11-01,Explosions/Remote violence,0
Bailiwick of Jersey,2023-11-01,Protests,0
Bailiwick of Jersey,2023-11-01,Riots,0
Bailiwick of Jersey,2023-11-01,Strategic developments,0
Bailiwick of Jersey,2023-11-01,Violence against civilians,0
Comoros,2023-11-01,Battles,0
Comoros,2023-11-01,Explosions/Remote violence,0
Comoros,2023-11-01,Protests,0
Comoros,2023-11-01,Riots,0
Comoros,2023-11-01,Strategic developments,0
Comoros,2023-11-01,Violence against civilians,0
Grenada,2023-11-01,Battles,0
Grenada,2023-11-01,Explosions/Remote violence,0
Grenada,2023-11-01,Protests,0
Grenada,2023-11-01,Riots,0
Grenada,2023-11-01,Strategic developments,0
Grenada,2023-11-01,Violence against civilians,0
Qatar,2023-11-01,Battles,0
Qatar,2023-11-01,Explosions/Remote violence,0
Qatar,2023-11-01,Protests,0
Qatar,2023-11-01,Riots,0
Qatar,2023-11-01,Strategic developments,0
Qatar,2023-11-01,Violence against civilians,0
Saint-Barthelemy,2023-11-01,Battles,0
Saint-Barthelemy,2023-11-01,Explosions/Remote violence,0
Saint-Barthelemy,2023-11-01,Protests,0
Saint-Barthelemy,2023-11-01,Riots,0
Saint-Barthelemy,2023-11-01,Strategic developments,0
Saint-Barthelemy,2023-11-01,Violence against civilians,0
Saint-Martin,2023-11-01,Battles,0
Saint-Martin,2023-11-01,Explosions/Remote violence,0
Saint-Martin,2023-11-01,Protests,0
Saint-Martin,2023-11-01,Riots,0
Saint-Martin,2023-11-01,Strategic developments,0
Saint-Martin,2023-11-01,Violence against civilians,0
Sao Tome and Principe,2023-11-01,Battles,0
Sao Tome and Principe,2023-11-01,Explosions/Remote violence,0
Sao Tome and Principe,2023-11-01,Protests,0
Sao Tome and Principe,2023-11-01,Riots,0
Sao Tome and Principe,2023-11-01,Strategic developments,0
Sao Tome and Principe,2023-11-01,Violence against civilians,0
Uruguay,2023-11-01,Battles,0
Uruguay,2023-11-01,Explosions/Remote violence,0
Uruguay,2023-11-01,Protests,0
Uruguay,2023-11-01,Riots,0
Uruguay,2023-11-01,Strategic developments,0
Uruguay,2023-11-01,Violence against civilians,0
Wallis and Futuna,2023-11-01,Battles,0
Wallis and Futuna,2023-11-01,Explosions/Remote violence,0
Wallis and Futuna,2023-11-01,Protests,0
Wallis and Futuna,2023-11-01,Riots,0
Wallis and Futuna,2023-11-01,Strategic developments,0
Wallis and Futuna,2023-11-01,Violence against civilians,0
Saint Lucia,2023-11-01,Battles,0
Saint Lucia,2023-11-01,Explosions/Remote violence,0
Saint Lucia,2023-11-01,Protests,0
Saint Lucia,2023-11-01,Riots,0
Saint Lucia,2023-11-01,Strategic developments,0
Saint Lucia,2023-11-01,Violence against civilians,0
Equatorial Guinea,2023-11-01,Battles,0
Equatorial Guinea,2023-11-01,Explosions/Remote violence,0
Equatorial Guinea,2023-11-01,Protests,0
Equatorial Guinea,2023-11-01,Riots,0
Equatorial Guinea,2023-11-01,Strategic developments,0
Equatorial Guinea,2023-11-01,Violence against civilians,0
Kuwait,2023-11-01,Battles,0
Kuwait,2023-11-01,Explosions/Remote violence,0
Kuwait,2023-11-01,Protests,0
Kuwait,2023-11-01,Riots,0
Kuwait,2023-11-01,Strategic developments,0
Kuwait,2023-11-01,Violence against civilians,0
Tajikistan,2023-11-01,Battles,0
Tajikistan,2023-11-01,Explosions/Remote violence,0
Tajikistan,2023-11-01,Protests,0
Tajikistan,2023-11-01,Riots,0
Tajikistan,2023-11-01,Strategic developments,0
Tajikistan,2023-11-01,Violence against civilians,0
United Arab Emirates,2023-11-01,Battles,0
United Arab Emirates,2023-11-01,Explosions/Remote violence,0
United Arab Emirates,2023-11-01,Protests,0
United Arab Emirates,2023-11-01,Riots,0
United Arab Emirates,2023-11-01,Strategic developments,0
United Arab Emirates,2023-11-01,Violence against civilians,0
American Samoa,2023-11-01,Battles,0
American Samoa,2023-11-01,Explosions/Remote violence,0
American Samoa,2023-11-01,Protests,0
American Samoa,2023-11-01,Riots,0
American Samoa,2023-11-01,Strategic developments,0
American Samoa,2023-11-01,Violence against civilians,0
Fiji,2023-11-01,Battles,0
Fiji,2023-11-01,Explosions/Remote violence,0
Fiji,2023-11-01,Protests,0
Fiji,2023-11-01,Riots,0
Fiji,2023-11-01,Strategic developments,0
Fiji,2023-11-01,Violence against civilians,0
Northern Mariana Islands,2023-11-01,Battles,0
Northern Mariana Islands,2023-11-01,Explosions/Remote violence,0
Northern Mariana Islands,2023-11-01,Protests,0
Northern Mariana Islands,2023-11-01,Riots,0
Northern Mariana Islands,2023-11-01,Strategic developments,0
Northern Mariana Islands,2023-11-01,Violence against civilians,0
Botswana,2023-11-01,Battles,0
Botswana,2023-11-01,Explosions/Remote violence,0
Botswana,2023-11-01,Protests,0
Botswana,2023-11-01,Riots,2
Botswana,2023-11-01,Strategic developments,0
Botswana,2023-11-01,Violence against civilians,0
Bailiwick of Guernsey,2023-11-01,Battles,0
Bailiwick of Guernsey,2023-11-01,Explosions/Remote violence,0
Bailiwick of Guernsey,2023-11-01,Protests,0
Bailiwick of Guernsey,2023-11-01,Riots,0
Bailiwick of Guernsey,2023-11-01,Strategic developments,0
Bailiwick of Guernsey,2023-11-01,Violence against civilians,0
Barbados,2023-11-01,Battles,0
Barbados,2023-11-01,Explosions/Remote violence,0
Barbados,2023-11-01,Protests,0
Barbados,2023-11-01,Riots,0
Barbados,2023-11-01,Strategic developments,0
Barbados,2023-11-01,Violence against civilians,0
Bermuda,2023-11-01,Battles,0
Bermuda,2023-11-01,Explosions/Remote violence,0
Bermuda,2023-11-01,Protests,0
Bermuda,2023-11-01,Riots,0
Bermuda,2023-11-01,Strategic developments,0
Bermuda,2023-11-01,Violence against civilians,0
Curacao,2023-11-01,Battles,0
Curacao,2023-11-01,Explosions/Remote violence,0
Curacao,2023-11-01,Protests,0
Curacao,2023-11-01,Riots,0
Curacao,2023-11-01,Strategic developments,0
Curacao,2023-11-01,Violence against civilians,0
Oman,2023-11-01,Battles,0
Oman,2023-11-01,Explosions/Remote violence,0
Oman,2023-11-01,Protests,0
Oman,2023-11-01,Riots,0
Oman,2023-11-01,Strategic developments,0
Oman,2023-11-01,Violence against civilians,0
Saint Vincent and the Grenadines,2023-11-01,Battles,0
Saint Vincent and the Grenadines,2023-11-01,Explosions/Remote violence,0
Saint Vincent and the Grenadines,2023-11-01,Protests,0
Saint Vincent and the Grenadines,2023-11-01,Riots,0
Saint Vincent and the Grenadines,2023-11-01,Strategic developments,0
Saint Vincent and the Grenadines,2023-11-01,Violence against civilians,0
Sint Maarten,2023-11-01,Battles,0
Sint Maarten,2023-11-01,Explosions/Remote violence,0
Sint Maarten,2023-11-01,Protests,0
Sint Maarten,2023-11-01,Riots,0
Sint Maarten,2023-11-01,Strategic developments,0
Sint Maarten,2023-11-01,Violence against civilians,0
"Virgin Islands, U.S.",2023-11-01,Battles,0
"Virgin Islands, U.S.",2023-11-01,Explosions/Remote violence,0
"Virgin Islands, U.S.",2023-11-01,Protests,0
"Virgin Islands, U.S.",2023-11-01,Riots,0
"Virgin Islands, U.S.",2023-11-01,Strategic developments,0
"Virgin Islands, U.S.",2023-11-01,Violence against civilians,0
Isle of Man,2023-11-01,Battles,0
Isle of Man,2023-11-01,Explosions/Remote violence,0
Isle of Man,2023-11-01,Protests,0
Isle of Man,2023-11-01,Riots,0
Isle of Man,2023-11-01,Strategic developments,0
Isle of Man,2023-11-01,Violence against civilians,0
Vanuatu,2023-11-01,Battles,0
Vanuatu,2023-11-01,Explosions/Remote violence,0
Vanuatu,2023-11-01,Protests,0
Vanuatu,2023-11-01,Riots,0
Vanuatu,2023-11-01,Strategic developments,0
Vanuatu,2023-11-01,Violence against civilians,0
Vietnam,2023-11-01,Battles,0
Vietnam,2023-11-01,Explosions/Remote violence,0
Vietnam,2023-11-01,Protests,0
Vietnam,2023-11-01,Riots,0
Vietnam,2023-11-01,Strategic developments,0
Vietnam,2023-11-01,Violence against civilians,0
Gibraltar,2023-11-01,Battles,0
Gibraltar,2023-11-01,Explosions/Remote violence,0
Gibraltar,2023-11-01,Protests,0
Gibraltar,2023-11-01,Riots,0
Gibraltar,2023-11-01,Strategic developments,0
Gibraltar,2023-11-01,Violence against civilians,0
Micronesia,2023-11-01,Battles,0
Micronesia,2023-11-01,Explosions/Remote violence,0
Micronesia,2023-11-01,Protests,0
Micronesia,2023-11-01,Riots,0
Micronesia,2023-11-01,Strategic developments,0
Micronesia,2023-11-01,Violence against civilians,0
Aruba,2023-11-01,Battles,0
Aruba,2023-11-01,Explosions/Remote violence,0
Aruba,2023-11-01,Protests,0
Aruba,2023-11-01,Riots,0
Aruba,2023-11-01,Strategic developments,0
Aruba,2023-11-01,Violence against civilians,0
Tonga,2023-11-01,Battles,0
Tonga,2023-11-01,Explosions/Remote violence,0
Tonga,2023-11-01,Protests,0
Tonga,2023-11-01,Riots,0
Tonga,2023-11-01,Strategic developments,0
Tonga,2023-11-01,Violence against civilians,0
Falkland Islands,2023-11-01,Battles,0
Falkland Islands,2023-11-01,Explosions/Remote violence,0
Falkland Islands,2023-11-01,Protests,0
Falkland Islands,2023-11-01,Riots,0
Falkland Islands,2023-11-01,Strategic developments,0
Falkland Islands,2023-11-01,Violence against civilians,0
Cook Islands,2023-11-01,Battles,0
Cook Islands,2023-11-01,Explosions/Remote violence,0
Cook Islands,2023-11-01,Protests,0
Cook Islands,2023-11-01,Riots,0
Cook Islands,2023-11-01,Strategic developments,0
Cook Islands,2023-11-01,Violence against civilians,0
Saint Pierre and Miquelon,2023-11-01,Battles,0
Saint Pierre and Miquelon,2023-11-01,Explosions/Remote violence,0
Saint Pierre and Miquelon,2023-11-01,Protests,0
Saint Pierre and Miquelon,2023-11-01,Riots,0
Saint Pierre and Miquelon,2023-11-01,Strategic developments,0
Saint Pierre and Miquelon,2023-11-01,Violence against civilians,0
Kiribati,2023-11-01,Battles,0
Kiribati,2023-11-01,Explosions/Remote violence,0
Kiribati,2023-11-01,Protests,0
Kiribati,2023-11-01,Riots,0
Kiribati,2023-11-01,Strategic developments,0
Kiribati,2023-11-01,Violence against civilians,0
Montserrat,2023-11-01,Battles,0
Montserrat,2023-11-01,Explosions/Remote violence,0
Montserrat,2023-11-01,Protests,0
Montserrat,2023-11-01,Riots,0
Montserrat,2023-11-01,Strategic developments,0
Montserrat,2023-11-01,Violence against civilians,0
British Virgin Islands,2023-11-01,Battles,0
British Virgin Islands,2023-11-01,Explosions/Remote violence,0
British Virgin Islands,2023-11-01,Protests,0
British Virgin Islands,2023-11-01,Riots,0
British Virgin Islands,2023-11-01,Strategic developments,0
British Virgin Islands,2023-11-01,Violence against civilians,0
Nauru,2023-11-01,Battles,0
Nauru,2023-11-01,Explosions/Remote violence,0
Nauru,2023-11-01,Protests,0
Nauru,2023-11-01,Riots,0
Nauru,2023-11-01,Strategic developments,0
Nauru,2023-11-01,Violence against civilians,0
Saint Kitts and Nevis,2023-11-01,Battles,0
Saint Kitts and Nevis,2023-11-01,Explosions/Remote violence,0
Saint Kitts and Nevis,2023-11-01,Protests,0
Saint Kitts and Nevis,2023-11-01,Riots,0
Saint Kitts and Nevis,2023-11-01,Strategic developments,0
Saint Kitts and Nevis,2023-11-01,Violence against civilians,0
Cayman Islands,2023-11-01,Battles,0
Cayman Islands,2023-11-01,Explosions/Remote violence,0
Cayman Islands,2023-11-01,Protests,0
Cayman Islands,2023-11-01,Riots,0
Cayman Islands,2023-11-01,Strategic developments,0
Cayman Islands,2023-11-01,Violence against civilians,0
Vatican City,2023-11-01,Battles,0
Vatican City,2023-11-01,Explosions/Remote violence,0
Vatican City,2023-11-01,Protests,0
Vatican City,2023-11-01,Riots,0
Vatican City,2023-11-01,Strategic developments,0
