Country,Event month,Event Type,Events
Kazakhstan,2023-07-01,Violence against civilians,4
Kosovo,2023-07-01,Battles,0
Kosovo,2023-07-01,Explosions/Remote violence,0
Kosovo,2023-07-01,Protests,3
Kosovo,2023-07-01,Riots,1
Kosovo,2023-07-01,Strategic developments,1
Kosovo,2023-07-01,Violence against civilians,0
Kyrgyzstan,2023-07-01,Battles,0
Kyrgyzstan,2023-07-01,Explosions/Remote violence,0
Kyrgyzstan,2023-07-01,Protests,19
Kyrgyzstan,2023-07-01,Riots,1
Kyrgyzstan,2023-07-01,Strategic developments,0
Kyrgyzstan,2023-07-01,Violence against civilians,1
Latvia,2023-07-01,Battles,0
Latvia,2023-07-01,Explosions/Remote violence,0
Latvia,2023-07-01,Protests,1
Latvia,2023-07-01,Riots,0
Latvia,2023-07-01,Strategic developments,0
Latvia,2023-07-01,Violence against civilians,0
Liberia,2023-07-01,Battles,0
Liberia,2023-07-01,Explosions/Remote violence,0
Liberia,2023-07-01,Protests,0
Liberia,2023-07-01,Riots,1
Liberia,2023-07-01,Strategic developments,0
Liberia,2023-07-01,Violence against civilians,1
Lithuania,2023-07-01,Battles,0
Lithuania,2023-07-01,Explosions/Remote violence,0
Lithuania,2023-07-01,Protests,7
Lithuania,2023-07-01,Riots,0
Lithuania,2023-07-01,Strategic developments,0
Lithuania,2023-07-01,Violence against civilians,0
Luxembourg,2023-07-01,Battles,0
Luxembourg,2023-07-01,Explosions/Remote violence,0
Luxembourg,2023-07-01,Protests,2
Luxembourg,2023-07-01,Riots,0
Luxembourg,2023-07-01,Strategic developments,0
Luxembourg,2023-07-01,Violence against civilians,0
Malawi,2023-07-01,Battles,1
Malawi,2023-07-01,Explosions/Remote violence,0
Malawi,2023-07-01,Protests,13
Malawi,2023-07-01,Riots,4
Malawi,2023-07-01,Strategic developments,0
Malawi,2023-07-01,Violence against civilians,1
Malaysia,2023-07-01,Battles,0
Malaysia,2023-07-01,Explosions/Remote violence,0
Malaysia,2023-07-01,Protests,11
Malaysia,2023-07-01,Riots,0
Malaysia,2023-07-01,Strategic developments,1
Malaysia,2023-07-01,Violence against civilians,1
Maldives,2023-07-01,Battles,0
Maldives,2023-07-01,Explosions/Remote violence,0
Maldives,2023-07-01,Protests,13
Maldives,2023-07-01,Riots,1
Maldives,2023-07-01,Strategic developments,0
Maldives,2023-07-01,Violence against civilians,0
Martinique,2023-07-01,Battles,0
Martinique,2023-07-01,Explosions/Remote violence,0
Martinique,2023-07-01,Protests,2
Martinique,2023-07-01,Riots,3
Martinique,2023-07-01,Strategic developments,0
Martinique,2023-07-01,Violence against civilians,0
Mauritius,2023-07-01,Battles,0
Mauritius,2023-07-01,Explosions/Remote violence,0
Mauritius,2023-07-01,Protests,13
Mauritius,2023-07-01,Riots,0
Mauritius,2023-07-01,Strategic developments,0
Mauritius,2023-07-01,Violence against civilians,1
Mayotte,2023-07-01,Battles,0
Mayotte,2023-07-01,Explosions/Remote violence,0
Mayotte,2023-07-01,Protests,6
Mayotte,2023-07-01,Riots,1
Mayotte,2023-07-01,Strategic developments,1
Mayotte,2023-07-01,Violence against civilians,0
Moldova,2023-07-01,Battles,0
Moldova,2023-07-01,Explosions/Remote violence,0
Moldova,2023-07-01,Protests,10
Moldova,2023-07-01,Riots,0
Moldova,2023-07-01,Strategic developments,0
Moldova,2023-07-01,Violence against civilians,2
Monaco,2023-07-01,Battles,0
Monaco,2023-07-01,Explosions/Remote violence,0
Monaco,2023-07-01,Protests,0
Monaco,2023-07-01,Riots,0
Monaco,2023-07-01,Strategic developments,0
Monaco,2023-07-01,Violence against civilians,0
Mongolia,2023-07-01,Battles,0
Mongolia,2023-07-01,Explosions/Remote violence,0
Mongolia,2023-07-01,Protests,2
Mongolia,2023-07-01,Riots,0
Mongolia,2023-07-01,Strategic developments,0
Mongolia,2023-07-01,Violence against civilians,0
Montenegro,2023-07-01,Battles,0
Montenegro,2023-07-01,Explosions/Remote violence,0
Montenegro,2023-07-01,Protests,6
Montenegro,2023-07-01,Riots,0
Montenegro,2023-07-01,Strategic developments,0
Montenegro,2023-07-01,Violence against civilians,0
Namibia,2023-07-01,Battles,0
Namibia,2023-07-01,Explosions/Remote violence,0
Namibia,2023-07-01,Protests,6
Namibia,2023-07-01,Riots,0
Namibia,2023-07-01,Strategic developments,0
Namibia,2023-07-01,Violence against civilians,0
Netherlands,2023-07-01,Battles,0
Netherlands,2023-07-01,Explosions/Remote violence,0
Netherlands,2023-07-01,Protests,41
Netherlands,2023-07-01,Riots,1
Netherlands,2023-07-01,Strategic developments,2
Netherlands,2023-07-01,Violence against civilians,0
New Caledonia,2023-07-01,Battles,0
New Caledonia,2023-07-01,Explosions/Remote violence,0
New Caledonia,2023-07-01,Protests,13
New Caledonia,2023-07-01,Riots,0
New Caledonia,2023-07-01,Strategic developments,0
New Caledonia,2023-07-01,Violence against civilians,0
New Zealand,2023-07-01,Battles,0
New Zealand,2023-07-01,Explosions/Remote violence,0
New Zealand,2023-07-01,Protests,13
New Zealand,2023-07-01,Riots,1
New Zealand,2023-07-01,Strategic developments,0
New Zealand,2023-07-01,Violence against civilians,0
Nicaragua,2023-07-01,Battles,0
Nicaragua,2023-07-01,Explosions/Remote violence,0
Nicaragua,2023-07-01,Protests,0
Nicaragua,2023-07-01,Riots,0
Nicaragua,2023-07-01,Strategic developments,4
Nicaragua,2023-07-01,Violence against civilians,2
North Macedonia,2023-07-01,Battles,0
North Macedonia,2023-07-01,Explosions/Remote violence,0
North Macedonia,2023-07-01,Protests,10
North Macedonia,2023-07-01,Riots,0
North Macedonia,2023-07-01,Strategic developments,0
North Macedonia,2023-07-01,Violence against civilians,1
Norway,2023-07-01,Battles,0
Norway,2023-07-01,Explosions/Remote violence,0
Norway,2023-07-01,Protests,14
Norway,2023-07-01,Riots,0
Norway,2023-07-01,Strategic developments,0
Norway,2023-07-01,Violence against civilians,0
Panama,2023-07-01,Battles,0
Panama,2023-07-01,Explosions/Remote violence,0
Panama,2023-07-01,Protests,43
Panama,2023-07-01,Riots,0
Panama,2023-07-01,Strategic developments,1
Panama,2023-07-01,Violence against civilians,0
Papua New Guinea,2023-07-01,Battles,4
Papua New Guinea,2023-07-01,Explosions/Remote violence,0
Papua New Guinea,2023-07-01,Protests,4
Papua New Guinea,2023-07-01,Riots,21
Papua New Guinea,2023-07-01,Strategic developments,10
Papua New Guinea,2023-07-01,Violence against civilians,9
Paraguay,2023-07-01,Battles,0
Paraguay,2023-07-01,Explosions/Remote violence,0
Paraguay,2023-07-01,Protests,50
Paraguay,2023-07-01,Riots,0
Paraguay,2023-07-01,Strategic developments,1
Paraguay,2023-07-01,Violence against civilians,0
Poland,2023-07-01,Battles,0
Poland,2023-07-01,Explosions/Remote violence,0
Poland,2023-07-01,Protests,54
Poland,2023-07-01,Riots,4
Poland,2023-07-01,Strategic developments,1
Poland,2023-07-01,Violence against civilians,0
Portugal,2023-07-01,Battles,0
Portugal,2023-07-01,Explosions/Remote violence,0
Portugal,2023-07-01,Protests,42
Portugal,2023-07-01,Riots,0
Portugal,2023-07-01,Strategic developments,0
Portugal,2023-07-01,Violence against civilians,0
Reunion,2023-07-01,Battles,0
Reunion,2023-07-01,Explosions/Remote violence,0
Reunion,2023-07-01,Protests,12
Reunion,2023-07-01,Riots,23
Reunion,2023-07-01,Strategic developments,0
Reunion,2023-07-01,Violence against civilians,0
Romania,2023-07-01,Battles,0
Romania,2023-07-01,Explosions/Remote violence,0
Romania,2023-07-01,Protests,17
Romania,2023-07-01,Riots,0
Romania,2023-07-01,Strategic developments,0
Romania,2023-07-01,Violence against civilians,0
Serbia,2023-07-01,Battles,0
Serbia,2023-07-01,Explosions/Remote violence,0
Serbia,2023-07-01,Protests,72
Serbia,2023-07-01,Riots,0
Serbia,2023-07-01,Strategic developments,0
Serbia,2023-07-01,Violence against civilians,0
Singapore,2023-07-01,Battles,0
Singapore,2023-07-01,Explosions/Remote violence,0
Singapore,2023-07-01,Protests,0
Singapore,2023-07-01,Riots,0
Singapore,2023-07-01,Strategic developments,0
Singapore,2023-07-01,Violence against civilians,0
Slovakia,2023-07-01,Battles,0
Slovakia,2023-07-01,Explosions/Remote violence,0
Slovakia,2023-07-01,Protests,4
Slovakia,2023-07-01,Riots,0
Slovakia,2023-07-01,Strategic developments,0
Slovakia,2023-07-01,Violence against civilians,0
Slovenia,2023-07-01,Battles,0
Slovenia,2023-07-01,Explosions/Remote violence,0
Slovenia,2023-07-01,Protests,1
Slovenia,2023-07-01,Riots,1
Slovenia,2023-07-01,Strategic developments,0
Slovenia,2023-07-01,Violence against civilians,0
South Africa,2023-07-01,Battles,1
South Africa,2023-07-01,Explosions/Remote violence,0
South Africa,2023-07-01,Protests,69
South Africa,2023-07-01,Riots,39
South Africa,2023-07-01,Strategic developments,3
South Africa,2023-07-01,Violence against civilians,26
South Korea,2023-07-01,Battles,0
South Korea,2023-07-01,Explosions/Remote violence,0
South Korea,2023-07-01,Protests,561
South Korea,2023-07-01,Riots,2
South Korea,2023-07-01,Strategic developments,0
South Korea,2023-07-01,Violence against civilians,0
Spain,2023-07-01,Battles,0
Spain,2023-07-01,Explosions/Remote violence,0
Spain,2023-07-01,Protests,151
Spain,2023-07-01,Riots,2
Spain,2023-07-01,Strategic developments,0
Spain,2023-07-01,Violence against civilians,0
Sri Lanka,2023-07-01,Battles,0
Sri Lanka,2023-07-01,Explosions/Remote violence,0
Sri Lanka,2023-07-01,Protests,79
Sri Lanka,2023-07-01,Riots,2
Sri Lanka,2023-07-01,Strategic developments,1
Sri Lanka,2023-07-01,Violence against civilians,3
Suriname,2023-07-01,Battles,0
Suriname,2023-07-01,Explosions/Remote violence,0
Suriname,2023-07-01,Protests,0
Suriname,2023-07-01,Riots,0
Suriname,2023-07-01,Strategic developments,0
Suriname,2023-07-01,Violence against civilians,0
Sweden,2023-07-01,Battles,0
Sweden,2023-07-01,Explosions/Remote violence,0
Sweden,2023-07-01,Protests,114
Sweden,2023-07-01,Riots,0
Sweden,2023-07-01,Strategic developments,0
Sweden,2023-07-01,Violence against civilians,0
Switzerland,2023-07-01,Battles,0
Switzerland,2023-07-01,Explosions/Remote violence,0
Switzerland,2023-07-01,Protests,5
Switzerland,2023-07-01,Riots,1
Switzerland,2023-07-01,Strategic developments,0
Switzerland,2023-07-01,Violence against civilians,0
Taiwan,2023-07-01,Battles,0
Taiwan,2023-07-01,Explosions/Remote violence,0
Taiwan,2023-07-01,Protests,131
Taiwan,2023-07-01,Riots,1
Taiwan,2023-07-01,Strategic developments,0
Taiwan,2023-07-01,Violence against civilians,0
Tanzania,2023-07-01,Battles,0
Tanzania,2023-07-01,Explosions/Remote violence,0
Tanzania,2023-07-01,Protests,3
Tanzania,2023-07-01,Riots,2
Tanzania,2023-07-01,Strategic developments,0
Tanzania,2023-07-01,Violence against civilians,3
Togo,2023-07-01,Battles,1
Togo,2023-07-01,Explosions/Remote violence,0
Togo,2023-07-01,Protests,1
Togo,2023-07-01,Riots,0
Togo,2023-07-01,Strategic developments,1
Togo,2023-07-01,Violence against civilians,0
United Kingdom,2023-07-01,Battles,0
United Kingdom,2023-07-01,Explosions/Remote violence,0
United Kingdom,2023-07-01,Protests,97
United Kingdom,2023-07-01,Riots,0
United Kingdom,2023-07-01,Strategic developments,1
United Kingdom,2023-07-01,Violence against civilians,0
Uzbekistan,2023-07-01,Battles,0
Uzbekistan,2023-07-01,Explosions/Remote violence,0
Uzbekistan,2023-07-01,Protests,7
Uzbekistan,2023-07-01,Riots,1
Uzbekistan,2023-07-01,Strategic developments,0
Uzbekistan,2023-07-01,Violence against civilians,2
eSwatini,2023-07-01,Battles,0
eSwatini,2023-07-01,Explosions/Remote violence,0
eSwatini,2023-07-01,Protests,3
eSwatini,2023-07-01,Riots,2
eSwatini,2023-07-01,Strategic developments,2
eSwatini,2023-07-01,Violence against civilians,1
Christmas Island,2023-07-01,Battles,0
Christmas Island,2023-07-01,Explosions/Remote violence,0
Christmas Island,2023-07-01,Protests,0
Christmas Island,2023-07-01,Riots,0
Christmas Island,2023-07-01,Strategic developments,0
Christmas Island,2023-07-01,Violence against civilians,0
Republic of Congo,2023-07-01,Battles,0
Republic of Congo,2023-07-01,Explosions/Remote violence,0
Republic of Congo,2023-07-01,Protests,0
Republic of Congo,2023-07-01,Riots,0
Republic of Congo,2023-07-01,Strategic developments,0
Republic of Congo,2023-07-01,Violence against civilians,0
Zimbabwe,2023-07-01,Battles,0
Zimbabwe,2023-07-01,Explosions/Remote violence,1
Zimbabwe,2023-07-01,Protests,2
Zimbabwe,2023-07-01,Riots,26
Zimbabwe,2023-07-01,Strategic developments,9
Zimbabwe,2023-07-01,Violence against civilians,11
Eritrea,2023-07-01,Battles,0
Eritrea,2023-07-01,Explosions/Remote violence,0
Eritrea,2023-07-01,Protests,0
Eritrea,2023-07-01,Riots,0
Eritrea,2023-07-01,Strategic developments,0
Eritrea,2023-07-01,Violence against civilians,0
North Korea,2023-07-01,Battles,0
North Korea,2023-07-01,Explosions/Remote violence,0
North Korea,2023-07-01,Protests,0
North Korea,2023-07-01,Riots,0
North Korea,2023-07-01,Strategic developments,6
North Korea,2023-07-01,Violence against civilians,0
Samoa,2023-07-01,Battles,0
Samoa,2023-07-01,Explosions/Remote violence,0
Samoa,2023-07-01,Protests,0
Samoa,2023-07-01,Riots,0
Samoa,2023-07-01,Strategic developments,0
Samoa,2023-07-01,Violence against civilians,0
Turkmenistan,2023-07-01,Battles,0
Turkmenistan,2023-07-01,Explosions/Remote violence,0
Turkmenistan,2023-07-01,Protests,0
Turkmenistan,2023-07-01,Riots,0
Turkmenistan,2023-07-01,Strategic developments,0
Turkmenistan,2023-07-01,Violence against civilians,0
Gambia,2023-07-01,Battles,0
Gambia,2023-07-01,Explosions/Remote violence,0
Gambia,2023-07-01,Protests,0
Gambia,2023-07-01,Riots,0
Gambia,2023-07-01,Strategic developments,1
Gambia,2023-07-01,Violence against civilians,0
Anguilla,2023-07-01,Battles,0
Anguilla,2023-07-01,Explosions/Remote violence,0
Anguilla,2023-07-01,Protests,0
Anguilla,2023-07-01,Riots,0
Anguilla,2023-07-01,Strategic developments,0
Anguilla,2023-07-01,Violence against civilians,0
Bahamas,2023-07-01,Battles,0
Bahamas,2023-07-01,Explosions/Remote violence,0
Bahamas,2023-07-01,Protests,1
Bahamas,2023-07-01,Riots,0
Bahamas,2023-07-01,Strategic developments,2
Bahamas,2023-07-01,Violence against civilians,1
Caribbean Netherlands,2023-07-01,Battles,0
Caribbean Netherlands,2023-07-01,Explosions/Remote violence,0
Caribbean Netherlands,2023-07-01,Protests,0
Caribbean Netherlands,2023-07-01,Riots,0
Caribbean Netherlands,2023-07-01,Strategic developments,0
Caribbean Netherlands,2023-07-01,Violence against civilians,0
Dominica,2023-07-01,Battles,0
Dominica,2023-07-01,Explosions/Remote violence,0
Dominica,2023-07-01,Protests,0
Dominica,2023-07-01,Riots,0
Dominica,2023-07-01,Strategic developments,1
Dominica,2023-07-01,Violence against civilians,0
Greenland,2023-07-01,Battles,0
Greenland,2023-07-01,Explosions/Remote violence,0
Greenland,2023-07-01,Protests,0
Greenland,2023-07-01,Riots,0
Greenland,2023-07-01,Strategic developments,0
Greenland,2023-07-01,Violence against civilians,0
Guam,2023-07-01,Battles,0
Guam,2023-07-01,Explosions/Remote violence,0
Guam,2023-07-01,Protests,0
Guam,2023-07-01,Riots,0
Guam,2023-07-01,Strategic developments,0
Guam,2023-07-01,Violence against civilians,0
Lesotho,2023-07-01,Battles,0
Lesotho,2023-07-01,Explosions/Remote violence,0
Lesotho,2023-07-01,Protests,1
Lesotho,2023-07-01,Riots,1
Lesotho,2023-07-01,Strategic developments,0
Lesotho,2023-07-01,Violence against civilians,0
Malta,2023-07-01,Battles,0
Malta,2023-07-01,Explosions/Remote violence,0
Malta,2023-07-01,Protests,5
Malta,2023-07-01,Riots,0
Malta,2023-07-01,Strategic developments,0
Malta,2023-07-01,Violence against civilians,0
San Marino,2023-07-01,Battles,0
San Marino,2023-07-01,Explosions/Remote violence,0
San Marino,2023-07-01,Protests,1
San Marino,2023-07-01,Riots,0
San Marino,2023-07-01,Strategic developments,0
San Marino,2023-07-01,Violence against civilians,0
Seychelles,2023-07-01,Battles,0
Seychelles,2023-07-01,Explosions/Remote violence,0
Seychelles,2023-07-01,Protests,0
Seychelles,2023-07-01,Riots,0
Seychelles,2023-07-01,Strategic developments,0
Seychelles,2023-07-01,Violence against civilians,0
Solomon Islands,2023-07-01,Battles,0
Solomon Islands,2023-07-01,Explosions/Remote violence,0
Solomon Islands,2023-07-01,Protests,0
Solomon Islands,2023-07-01,Riots,0
Solomon Islands,2023-07-01,Strategic developments,0
Solomon Islands,2023-07-01,Violence against civilians,0
Bhutan,2023-07-01,Battles,0
Bhutan,2023-07-01,Explosions/Remote violence,0
Bhutan,2023-07-01,Protests,0
Bhutan,2023-07-01,Riots,0
Bhutan,2023-07-01,Strategic developments,0
Bhutan,2023-07-01,Violence against civilians,0
Liechtenstein,2023-07-01,Battles,0
Liechtenstein,2023-07-01,Explosions/Remote violence,0
Liechtenstein,2023-07-01,Protests,0
Liechtenstein,2023-07-01,Riots,0
Liechtenstein,2023-07-01,Strategic developments,0
Liechtenstein,2023-07-01,Violence against civilians,0
Turks and Caicos Islands,2023-07-01,Battles,0
Turks and Caicos Islands,2023-07-01,Explosions/Remote violence,0
Turks and Caicos Islands,2023-07-01,Protests,0
Turks and Caicos Islands,2023-07-01,Riots,0
Turks and Caicos Islands,2023-07-01,Strategic developments,2
Turks and Caicos Islands,2023-07-01,Violence against civilians,0
Laos,2023-07-01,Battles,0
Laos,2023-07-01,Explosions/Remote violence,0
Laos,2023-07-01,Protests,0
Laos,2023-07-01,Riots,0
Laos,2023-07-01,Strategic developments,0
Laos,2023-07-01,Violence against civilians,0
Antarctica,2023-07-01,Battles,0
Antarctica,2023-07-01,Explosions/Remote violence,0
Antarctica,2023-07-01,Protests,0
Antarctica,2023-07-01,Riots,0
Antarctica,2023-07-01,Strategic developments,0
Antarctica,2023-07-01,Violence against civilians,0
Antigua and Barbuda,2023-07-01,Battles,0
Antigua and Barbuda,2023-07-01,Explosions/Remote violence,0
Antigua and Barbuda,2023-07-01,Protests,2
Antigua and Barbuda,2023-07-01,Riots,0
Antigua and Barbuda,2023-07-01,Strategic developments,0
Antigua and Barbuda,2023-07-01,Violence against civilians,1
Bailiwick of Jersey,2023-07-01,Battles,0
Bailiwick of Jersey,2023-07-01,Explosions/Remote violence,0
Bailiwick of Jersey,2023-07-01,Protests,0
Bailiwick of Jersey,2023-07-01,Riots,0
Bailiwick of Jersey,2023-07-01,Strategic developments,0
Bailiwick of Jersey,2023-07-01,Violence against civilians,0
Comoros,2023-07-01,Battles,0
Comoros,2023-07-01,Explosions/Remote violence,0
Comoros,2023-07-01,Protests,0
Comoros,2023-07-01,Riots,1
Comoros,2023-07-01,Strategic developments,0
Comoros,2023-07-01,Violence against civilians,0
Grenada,2023-07-01,Battles,0
Grenada,2023-07-01,Explosions/Remote violence,0
Grenada,2023-07-01,Protests,0
Grenada,2023-07-01,Riots,0
Grenada,2023-07-01,Strategic developments,0
Grenada,2023-07-01,Violence against civilians,0
Qatar,2023-07-01,Battles,0
Qatar,2023-07-01,Explosions/Remote violence,0
Qatar,2023-07-01,Protests,0
Qatar,2023-07-01,Riots,0
Qatar,2023-07-01,Strategic developments,0
Qatar,2023-07-01,Violence against civilians,0
Saint-Barthelemy,2023-07-01,Battles,0
Saint-Barthelemy,2023-07-01,Explosions/Remote violence,0
Saint-Barthelemy,2023-07-01,Protests,0
Saint-Barthelemy,2023-07-01,Riots,0
Saint-Barthelemy,2023-07-01,Strategic developments,0
Saint-Barthelemy,2023-07-01,Violence against civilians,0
Saint-Martin,2023-07-01,Battles,1
Saint-Martin,2023-07-01,Explosions/Remote violence,0
Saint-Martin,2023-07-01,Protests,0
Saint-Martin,2023-07-01,Riots,1
Saint-Martin,2023-07-01,Strategic developments,0
Saint-Martin,2023-07-01,Violence against civilians,0
Sao Tome and Principe,2023-07-01,Battles,0
Sao Tome and Principe,2023-07-01,Explosions/Remote violence,0
Sao Tome and Principe,2023-07-01,Protests,0
Sao Tome and Principe,2023-07-01,Riots,0
Sao Tome and Principe,2023-07-01,Strategic developments,0
Sao Tome and Principe,2023-07-01,Violence against civilians,0
Uruguay,2023-07-01,Battles,0
Uruguay,2023-07-01,Explosions/Remote violence,0
Uruguay,2023-07-01,Protests,8
Uruguay,2023-07-01,Riots,0
Uruguay,2023-07-01,Strategic developments,0
Uruguay,2023-07-01,Violence against civilians,0
Wallis and Futuna,2023-07-01,Battles,0
Wallis and Futuna,2023-07-01,Explosions/Remote violence,0
Wallis and Futuna,2023-07-01,Protests,2
Wallis and Futuna,2023-07-01,Riots,0
Wallis and Futuna,2023-07-01,Strategic developments,0
Wallis and Futuna,2023-07-01,Violence against civilians,0
Saint Lucia,2023-07-01,Battles,0
Saint Lucia,2023-07-01,Explosions/Remote violence,0
Saint Lucia,2023-07-01,Protests,0
Saint Lucia,2023-07-01,Riots,0
Saint Lucia,2023-07-01,Strategic developments,0
Saint Lucia,2023-07-01,Violence against civilians,1
Equatorial Guinea,2023-07-01,Battles,0
Equatorial Guinea,2023-07-01,Explosions/Remote violence,0
Equatorial Guinea,2023-07-01,Protests,0
Equatorial Guinea,2023-07-01,Riots,0
Equatorial Guinea,2023-07-01,Strategic developments,0
Equatorial Guinea,2023-07-01,Violence against civilians,0
Kuwait,2023-07-01,Battles,0
Kuwait,2023-07-01,Explosions/Remote violence,0
Kuwait,2023-07-01,Protests,0
Kuwait,2023-07-01,Riots,0
Kuwait,2023-07-01,Strategic developments,0
Kuwait,2023-07-01,Violence against civilians,0
Tajikistan,2023-07-01,Battles,0
Tajikistan,2023-07-01,Explosions/Remote violence,0
Tajikistan,2023-07-01,Protests,0
Tajikistan,2023-07-01,Riots,0
Tajikistan,2023-07-01,Strategic developments,0
Tajikistan,2023-07-01,Violence against civilians,0
United Arab Emirates,2023-07-01,Battles,0
United Arab Emirates,2023-07-01,Explosions/Remote violence,0
United Arab Emirates,2023-07-01,Protests,0
United Arab Emirates,2023-07-01,Riots,0
United Arab Emirates,2023-07-01,Strategic developments,0
United Arab Emirates,2023-07-01,Violence against civilians,0
American Samoa,2023-07-01,Battles,0
American Samoa,2023-07-01,Explosions/Remote violence,0
American Samoa,2023-07-01,Protests,0
American Samoa,2023-07-01,Riots,0
American Samoa,2023-07-01,Strategic developments,0
American Samoa,2023-07-01,Violence against civilians,0
Fiji,2023-07-01,Battles,0
Fiji,2023-07-01,Explosions/Remote violence,0
Fiji,2023-07-01,Protests,1
Fiji,2023-07-01,Riots,0
Fiji,2023-07-01,Strategic developments,0
Fiji,2023-07-01,Violence against civilians,0
Northern Mariana Islands,2023-07-01,Battles,0
Northern Mariana Islands,2023-07-01,Explosions/Remote violence,0
Northern Mariana Islands,2023-07-01,Protests,0
Northern Mariana Islands,2023-07-01,Riots,0
Northern Mariana Islands,2023-07-01,Strategic developments,0
Northern Mariana Islands,2023-07-01,Violence against civilians,0
Botswana,2023-07-01,Battles,0
Botswana,2023-07-01,Explosions/Remote violence,0
Botswana,2023-07-01,Protests,1
Botswana,2023-07-01,Riots,0
Botswana,2023-07-01,Strategic developments,1
Botswana,2023-07-01,Violence against civilians,0
Bailiwick of Guernsey,2023-07-01,Battles,0
Bailiwick of Guernsey,2023-07-01,Explosions/Remote violence,0
Bailiwick of Guernsey,2023-07-01,Protests,0
Bailiwick of Guernsey,2023-07-01,Riots,0
Bailiwick of Guernsey,2023-07-01,Strategic developments,0
Bailiwick of Guernsey,2023-07-01,Violence against civilians,0
Barbados,2023-07-01,Battles,0
Barbados,2023-07-01,Explosions/Remote violence,0
Barbados,2023-07-01,Protests,0
Barbados,2023-07-01,Riots,0
Barbados,2023-07-01,Strategic developments,0
Barbados,2023-07-01,Violence against civilians,0
Bermuda,2023-07-01,Battles,0
Bermuda,2023-07-01,Explosions/Remote violence,0
Bermuda,2023-07-01,Protests,0
Bermuda,2023-07-01,Riots,0
Bermuda,2023-07-01,Strategic developments,0
Bermuda,2023-07-01,Violence against civilians,0
Curacao,2023-07-01,Battles,0
Curacao,2023-07-01,Explosions/Remote violence,0
Curacao,2023-07-01,Protests,1
Curacao,2023-07-01,Riots,0
Curacao,2023-07-01,Strategic developments,0
Curacao,2023-07-01,Violence against civilians,0
Oman,2023-07-01,Battles,0
Oman,2023-07-01,Explosions/Remote violence,0
Oman,2023-07-01,Protests,0
Oman,2023-07-01,Riots,0
Oman,2023-07-01,Strategic developments,0
Oman,2023-07-01,Violence against civilians,0
Saint Vincent and the Grenadines,2023-07-01,Battles,0
Saint Vincent and the Grenadines,2023-07-01,Explosions/Remote violence,0
Saint Vincent and the Grenadines,2023-07-01,Protests,0
Saint Vincent and the Grenadines,2023-07-01,Riots,0
Saint Vincent and the Grenadines,2023-07-01,Strategic developments,0
Saint Vincent and the Grenadines,2023-07-01,Violence against civilians,0
Sint Maarten,2023-07-01,Battles,0
Sint Maarten,2023-07-01,Explosions/Remote violence,0
Sint Maarten,2023-07-01,Protests,0
Sint Maarten,2023-07-01,Riots,0
Sint Maarten,2023-07-01,Strategic developments,0
Sint Maarten,2023-07-01,Violence against civilians,0
"Virgin Islands, U.S.",2023-07-01,Battles,0
"Virgin Islands, U.S.",2023-07-01,Explosions/Remote violence,0
"Virgin Islands, U.S.",2023-07-01,Protests,0
"Virgin Islands, U.S.",2023-07-01,Riots,0
"Virgin Islands, U.S.",2023-07-01,Strategic developments,0
"Virgin Islands, U.S.",2023-07-01,Violence against civilians,0
Isle of Man,2023-07-01,Battles,0
Isle of Man,2023-07-01,Explosions/Remote violence,0
Isle of Man,2023-07-01,Protests,0
Isle of Man,2023-07-01,Riots,0
Isle of Man,2023-07-01,Strategic developments,0
Isle of Man,2023-07-01,Violence against civilians,0
Vanuatu,2023-07-01,Battles,0
Vanuatu,2023-07-01,Explosions/Remote violence,0
Vanuatu,2023-07-01,Protests,0
Vanuatu,2023-07-01,Riots,0
Vanuatu,2023-07-01,Strategic developments,0
Vanuatu,2023-07-01,Violence against civilians,0
Vietnam,2023-07-01,Battles,0
Vietnam,2023-07-01,Explosions/Remote violence,0
Vietnam,2023-07-01,Protests,0
Vietnam,2023-07-01,Riots,0
Vietnam,2023-07-01,Strategic developments,0
Vietnam,2023-07-01,Violence against civilians,0
Gibraltar,2023-07-01,Battles,0
Gibraltar,2023-07-01,Explosions/Remote violence,0
Gibraltar,2023-07-01,Protests,0
Gibraltar,2023-07-01,Riots,0
Gibraltar,2023-07-01,Strategic developments,0
Gibraltar,2023-07-01,Violence against civilians,0
Micronesia,2023-07-01,Battles,0
Micronesia,2023-07-01,Explosions/Remote violence,0
Micronesia,2023-07-01,Protests,0
Micronesia,2023-07-01,Riots,0
Micronesia,2023-07-01,Strategic developments,0
Micronesia,2023-07-01,Violence against civilians,0
Aruba,2023-07-01,Battles,0
Aruba,2023-07-01,Explosions/Remote violence,0
Aruba,2023-07-01,Protests,0
Aruba,2023-07-01,Riots,0
Aruba,2023-07-01,Strategic developments,0
Aruba,2023-07-01,Violence against civilians,0
Tonga,2023-07-01,Battles,0
Tonga,2023-07-01,Explosions/Remote violence,0
Tonga,2023-07-01,Protests,0
Tonga,2023-07-01,Riots,0
Tonga,2023-07-01,Strategic developments,0
Tonga,2023-07-01,Violence against civilians,0
Falkland Islands,2023-07-01,Battles,0
Falkland Islands,2023-07-01,Explosions/Remote violence,0
Falkland Islands,2023-07-01,Protests,0
Falkland Islands,2023-07-01,Riots,0
Falkland Islands,2023-07-01,Strategic developments,0
Falkland Islands,2023-07-01,Violence against civilians,0
Cook Islands,2023-07-01,Battles,0
